,Refcode,DOI,Authors,Journal,Journal year,Journal volume,Journal page or number,Cation SMILES,Cation substructure SMILES,Space group,Int Tables number,Temperature,a,b,c,alpha,beta,gamma,V,Z,R factor,MX4 type,M,X,X_t1,X_t2,X_d1,X_d2,X_d3,X_d4,t1_t2,t1_d1,t1_d2,t1_d3,t1_d4,t2_d1,t2_d2,t2_d3,t2_d4,d1_d2,d1_d3,d1_d4,d2_d3,d2_d4,d3_d4,d_average,delta_d,sigma_2,X...X contacts,VdW contacts,N_XX,N_VdW,XX_min,XX_average,VdW_average,Type of bandgap,Bandgap,Bangap estimation comments
38,DAFKEF,10.1039/d5tc01874a,"X.Zhang, B.Zhuang, Q.Meng, Z.Wu,  Z.Yi, P.Wang, J.Li, J.Fan, W.Li",J.Mater.Chem.C ,2025,13.0,14224,Nc1ccc2ccccc2[nH+]1,Nc1ccc2ccccc2[nH+]1,P-1,2,293.0,8.1635,9.536,9.5703,86.176,71.264,73.032,674.53,2,2.75,alpha,Sb,Cl,2.3658,2.3985,3.1336,2.8276,3.3263,2.4958,93.395,85.307,84.312,161.548,88.414,174.732,86.841,79.21,92.219,87.949,103.505,92.848,111.842,172.595,75.133,2.7579,0.01798302,99.3227,3.8729 4.1196,,2.0,0.0,3.8729,3.9962,3.8729,XCCT,2.7,
39,DAFKEF01,10.1039/d5tc01874a,"X.Zhang, B.Zhuang, Q.Meng, Z.Wu,  Z.Yi, P.Wang, J.Li, J.Fan, W.Li",J.Mater.Chem.C ,2025,13.0,14224,Nc1ccc2ccccc2[nH+]1.Oc1cccc2ccc[nH+]c12,Nc1ccc2ccccc2[nH+]1.Nc1ccc2ccccc2[nH+]1.Nc1ccc2ccccc2[nH+]1.Nc1ccc2ccccc2[nH+]1.Nc1ccc2ccccc2[nH+]1.Nc1ccc2ccccc2[nH+]1.Nc1ccc2ccccc2[nH+]1.Nc1ccc2ccccc2[nH+]1.Nc1ccc2ccccc2[nH+]1.Oc1cccc2ccc[nH+]c12,P-1,2,293.0,8.1895,9.5037,9.6114,86.301,70.882,73.326,676.72,2,2.62,alpha,Sb,Cl,2.369,2.397,3.1566,2.8154,3.3267,2.5068,93.44,85.245,84.641,161.413,88.23,174.378,86.852,79.133,92.095,87.583,103.712,93.326,111.648,172.715,75.168,2.7619,0.01813992,99.2939,3.8859 4.0846,,2.0,0.0,3.8859,3.9852,3.8859,XCCT,2.63,
40,DAHQIM,10.1016/S0277-5387(98)00231-9,"M.Nunn, A.J.Blake, M.J.Begley, D.B.Sowerby",Polyhedron ,1998,17.0,4213,[nH+]1ccccc1,[nH+]1ccccc1,C2/c,15,295.0,11.631,12.788,7.543,90.0,92.88,90.0,1120.508,4,5.3,alpha,Sb,Cl Br,2.4629,2.4629,3.2135,2.7779,3.2135,2.7779,94.972,88.795,89.879,173.049,87.857,173.049,87.857,88.795,89.879,86.309,88.073,96.108,96.108,176.65,86.309,2.8181,0.01192544,12.9468,3.5576 3.5576 3.5576 3.5576 4.2633 4.2633 4.2633 4.2633,3.5576 3.5576 3.5576 3.5576,8.0,4.0,3.5576,3.9104,3.5576,,,
41,DEBHUP,10.1016/j.poly.2012.07.062,"C.Hrizi, N.Chaari, Y.Abid, N.Chniba-Boudjada, S.Chaabouni",Polyhedron ,2012,46.0,41,c1ccc2c(c1)cccc2[NH3+],c1ccc2c(c1)cccc2[NH3+],Pbca,61,293.0,15.515,7.6426,29.067,90.0,90.0,90.0,3446.618,8,5.01,alpha,Bi,I,2.9258,2.9991,3.1897,3.0891,3.265,3.0577,92.006,90.405,94.968,173.903,89.761,174.248,87.255,93.123,94.823,87.335,84.792,90.407,88.571,174.771,86.527,3.0877,0.0013426,10.7246,4.9484 4.1784 4.1784 4.7348,4.1784 4.1784,4.0,2.0,4.1784,4.51,4.1784,,2.32,No edge fitting
42,DEFCOG,10.1107/S0108270185008782,"B.Blazic, F.Lazarini","Acta Crystallogr.,Sect.C:Cryst.Struct.Commun. ",1985,41.0,1619,CC[NH2+]CC,CC[NH2+]CC,C2/c,15,295.0,16.522,11.132,13.353,90.0,106.16,90.0,2358.885,8,5.5,beta,Bi,Cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,DOBDUU,10.1039/b713261a,"L.Dobrzycki, K.Wozniak",CrystEngComm ,2008,10.0,577,c1cccc(c12)[nH]n[nH+]2,c1cccc(c12)[nH]n[nH+]2,P-1,2,200.0,7.4183,8.2559,10.1905,82.378,79.922,84.856,607.642,2,2.45,alpha,Bi,Cl,2.4895,2.512,2.9905,2.7841,3.1003,2.6726,94.714,88.439,91.987,168.302,91.939,165.973,86.381,95.838,93.001,79.844,82.524,100.562,93.703,176.062,82.486,2.7582,0.00683117,39.0286,3.9128 3.8963 3.8963 3.466,3.466,4.0,1.0,3.466,3.7929,3.466,,,
44,EJUFEU,10.1023/A:1024298518363,"D.J.Williams, W.T.Pennington, D.VanDerveer, J.T.Anderton, K.M.White",J.Chem.Cryst. ,2003,33.0,465,Cn1c[n+](C)cc1,Cn1c[n+](C)cc1,C2/c,15,293.0,14.7,12.72,7.315,90.0,117.744,90.0,1210.542,4,6.97,alpha,Bi,Cl,2.5252,2.5252,2.9789,2.7176,2.9789,2.7176,90.349,90.319,92.703,173.784,91.703,173.784,91.703,90.319,92.703,82.092,89.685,93.454,93.454,173.748,82.092,2.7406,0.0046029,15.4337,4.2164 4.2164 4.2164 4.2164 4.3779 4.3779 4.3779 4.3779,,8.0,0.0,4.2164,4.2972,4.2164,,,
45,EJUFIY,10.1023/A:1024298518363,"D.J.Williams, W.T.Pennington, D.VanDerveer, J.T.Anderton, K.M.White",J.Chem.Cryst. ,2003,33.0,465,Cn1c[nH+]cc1,Cn1c[nH+]cc1,P21/c,14,198.0,11.1534,12.9635,7.2856,90.0,94.319,90.0,1050.412,4,4.65,alpha,Bi,Cl,2.4883,2.5567,2.9505,2.7345,3.057,2.7237,91.061,92.135,89.751,170.561,92.163,176.504,93.902,81.389,94.511,84.697,95.567,86.786,96.373,171.334,82.852,2.7518,0.00530912,25.5728,3.6885 3.7625 3.7625 4.156 3.7799 3.7799,,6.0,0.0,3.6885,3.8216,3.6885,,,
46,ENIKIV,10.1246/bcsj.76.749,"M.Hashimoto, H.Terao, H.Fuess, I.Svoboda, H.Ehrenberg",Bull.Chem.Soc.Jpn. ,2003,76.0,749,[nH+]1ccc(N)cc1,[nH+]1ccc(N)cc1,P21/c,14,220.0,11.548,14.029,7.432,90.0,93.19,90.0,1202.17,4,3.12,alpha,Sb,Br,2.5506,2.5991,3.1438,2.8209,3.2711,2.8071,93.914,85.697,92.044,169.434,89.142,175.994,88.316,95.161,89.869,87.713,85.624,94.111,93.619,177.895,85.482,2.8654,0.00847456,13.0025,3.8697 3.8906 3.8906 3.8676 4.1513 4.1513,,6.0,0.0,3.8676,3.9702,3.8676,direct,2.73,
47,ENIKIV01,CCDC 1149761,"M.Hashimoto, S.Hashimoto, H.Terao, M.Kuma, H.Niki, H.Ino","Z.Naturforsch.,A:Phys.Sci. ",2000,55.0,167,[nH+]1ccc(N)cc1,[nH+]1ccc(N)cc1,C2/c,15,297.0,13.842,13.778,7.555,90.0,121.58,90.0,1227.476,4,5.6,alpha,Sb,Br,2.563,2.563,3.2219,2.819,3.2219,2.819,94.308,87.668,90.652,175.46,89.196,175.46,89.196,87.668,90.652,86.693,90.657,93.465,93.465,179.776,86.693,2.868,0.00894286,7.0814,3.8903 3.8903 3.8903 3.8903 4.0528 4.0528 4.0528 4.0528,,8.0,0.0,3.8903,3.9716,3.8903,direct,2.73,
48,ENIKIV02,10.1016/j.molstruc.2008.02.050,"M.Wojtas, R.Jakubas, J.Zaleski, G.Bator, J.Baran",J.Mol.Struct. ,2008,887.0,262,[nH+]1ccc(N)cc1,[nH+]1ccc(N)cc1,C2/c,15,278.0,13.856,13.773,7.759,90.0,121.66,90.0,1260.354,4,0.0,no data,Sb,Cl Br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,direct,2.73,
49,ENIKIV03,10.1016/j.molstruc.2008.02.050,"M.Wojtas, R.Jakubas, J.Zaleski, G.Bator, J.Baran",J.Mol.Struct. ,2008,887.0,262,[nH+]1ccc(N)cc1,[nH+]1ccc(N)cc1,C2/c,15,278.0,13.842,13.778,7.555,90.0,121.58,90.0,1227.476,4,0.0,no data,Sb,Br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,direct,2.73,
50,ENIKIV04,10.1021/acs.inorgchem.9b01439,"Yue-Qiao Hu, Hong-Yan Hui, Wei-Quan Lin, Hong-Qiang Wen, De-Suo Yang, Guo-Dong Feng",Inorg.Chem. ,2019,58.0,16346,[nH+]1ccc(N)cc1,[nH+]1ccc(N)cc1,C2/c,15,298.0,13.8044,13.7238,7.5432,90.0,121.642,90.0,1216.611,4,4.92,alpha,Sb,Br,2.5579,2.5579,3.2133,2.8133,3.2133,2.8133,94.072,87.722,90.513,175.607,89.288,175.607,89.288,87.722,90.513,86.683,90.774,93.521,93.521,179.709,86.683,2.8615,0.00888514,6.8999,3.8813 3.8813 3.8813 3.8813 4.0339 4.0339 4.0339 4.0339,,8.0,0.0,3.8813,3.9576,3.8813,direct,2.73,
51,EVAROI,10.1016/j.jpcs.2003.09.006,"B.Kulicka, R.Jakubas, Z.Ciunik, G.Bator, W.Medycki, J.Swiergiel, J.Baran",J.Phys.Chem.Solids ,2004,65.0,871,[nH+]1ccc(C)cc1,[nH+]1ccc(C)cc1,P21/n,14,240.0,11.5886,12.967,15.474,90.0,91.523,90.0,2324.447,8,5.66,alpha,Sb,Cl,2.3801,2.4094,3.1494,2.8158,3.2491,2.5122,92.822,85.916,87.123,171.167,90.316,171.734,87.456,85.595,91.904,84.638,101.54,95.939,97.822,177.19,84.638,2.7527,0.01642442,39.4758,3.7693 4.2127 4.0617 4.1907 4.0493 4.013,,5.0,0.0,3.7693,4.0494,3.7693,,,
52,FANYOI,10.1246/cl.1986.999,"T.Uchida, H.Seki, M.Ito, C.K.Nakano, T.Hoshizaki, K.Kosawa",Chem.Lett. ,1986,,999,c1ccc(c3c1)[NH+]c2ccccc2S3,c1ccc(c3c1)[NH+]c2ccccc2S3.c1ccc(c3c1)[N]c2ccccc2S3,P-1,2,295.0,12.148,13.04,11.768,108.61,107.76,104.67,1550.373,1,10.0,no data,Sb,Cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,FANYUO,10.1246/cl.1986.999,"T.Uchida, H.Seki, M.Ito, C.K.Nakano, T.Hoshizaki, K.Kosawa",Chem.Lett. ,1986,,999,c1ccc(c3c1)[NH+]c2ccccc2S3,c1ccc2c(c1)Nc3ccccc3[S+]2,P21/c,14,295.0,12.13,18.17,7.5,90.0,108.5,90.0,1567.594,4,19.0,no data,Sb,Cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,FANYUO10,10.1107/S0108270189010504,"K.Kozawa, T.Uchida","Acta Crystallogr.,Sect.C:Cryst.Struct.Commun. ",1990,46.0,1006,c1ccc(c3c1)[NH+]c2ccccc2S3,c1ccc(c3c1)[NH+]c2ccccc2S3,P21/c,14,295.0,12.154,18.116,7.517,90.0,108.29,90.0,1571.492,4,6.1,alpha,Sb,Cl,2.3817,2.4029,3.1026,2.5216,3.2629,2.7804,93.773,86.143,91.052,166.81,86.458,177.798,89.953,88.486,89.874,87.849,92.092,92.317,101.953,177.487,80.548,2.742,0.01543327,26.5146,4.8508,,1.0,0.0,4.8508,4.8508,4.8508,,,
55,FAZFEV,10.1016/j.jssc.2022.123165,"G.Garcia-Espejo, C.Pipitone, F.Giannici, N.Masciocchi",J.Solid State Chem. ,2022,312.0,123165,c1cc(N(C)C)c2c(c1)cccc2[NH+](C)C,c1cc(N(C)C)c2c(c1)cccc2[NH+](C)C,P21/c,14,298.0,14.26592,18.30711,7.3867,90.0,95.97977,90.0,1918.671,4,5.5,alpha,Bi,Cl,2.5102,2.6006,2.9629,2.7063,2.9872,2.7335,88.962,87.101,99.624,167.799,88.893,166.859,87.558,96.824,95.573,80.756,89.489,96.88,91.374,170.995,79.885,2.7501,0.00404586,38.5605,4.5182,,1.0,0.0,4.5182,4.5182,4.5182,direct,3.4,
56,FENKIV,10.1016/j.poly.2017.11.002,"S.A.Adonin, I.D.Gorokh, A.S.Novikov, D.G.Samsonenko, I.V.Korolkov, M.N.Sokolov, V.P.Fedin",Polyhedron ,2018,139.0,282,[nH+]1ccccc1,[nH+]1ccccc1,I2/a,15,130.0,7.39274,13.6598,11.5357,90.0,96.774,90.0,1156.782,4,3.14,alpha,Bi,Br,2.6744,2.6744,3.0985,2.8866,3.0985,2.8866,95.541,89.533,91.796,173.744,90.088,173.744,90.088,89.533,91.796,86.088,85.649,91.853,91.853,177.196,86.088,2.8865,0.00359784,8.5465,3.8572 3.8572 3.8572 3.8572 3.73 3.73 3.73 3.73,3.73 3.73 3.73 3.73,8.0,4.0,3.73,3.7936,3.73,,,
57,FENLUI,10.1016/j.poly.2017.11.002,"S.A.Adonin, I.D.Gorokh, A.S.Novikov, D.G.Samsonenko, I.V.Korolkov, M.N.Sokolov, V.P.Fedin",Polyhedron ,2018,139.0,282,[nH+]1cc(C)ccc1,[nH+]1cc(C)ccc1,I2/a,15,130.0,7.4039,13.2103,12.9227,90.0,93.133,90.0,1262.051,4,1.82,alpha,Bi,Br,2.6778,2.6778,3.117,2.8833,3.117,2.8833,93.182,91.234,94.511,172.876,89.199,172.876,89.199,91.234,94.511,84.88,84.939,91.136,91.136,174.606,84.88,2.8927,0.00384736,12.3432,3.9293 3.9293 3.9293 3.9293 4.1286 4.1286 4.1286 4.1286,,8.0,0.0,3.9293,4.029,3.9293,,,
58,FERCBI10,10.1021/ic50168a014,"N.J.Mammano, A.Zalkin, A.Landers, A.L.Rheingold",Inorg.Chem. ,1977,16.0,297,c1ccc[cH-]1.[Fe+3].[cH-]2cccc2,c1ccc[cH-]1.[Fe+3].[cH-]2cccc2,P21/c,14,295.0,10.998,17.449,7.569,90.0,98.46,90.0,1436.717,4,3.0,alpha,Bi,Cl,2.5002,2.5225,2.9491,2.7019,3.1009,2.7494,90.734,86.205,94.643,166.012,85.844,174.484,91.79,87.916,92.318,83.895,96.156,92.036,99.313,175.857,80.303,2.754,0.00613412,29.7061,3.9611 4.511,,2.0,0.0,3.9611,4.2361,3.9611,,,
59,FERCBI11,10.5517/ccx0cz7,A.L.Rheingold,CCDC ,2011,,,c1ccc[cH-]1.[Fe+3].[cH-]2cccc2,c1ccc[cH-]1.[Fe+3].[cH-]2cccc2,P21/c,14,100.0,10.8678,17.254,7.5642,90.0,99.044,90.0,1400.753,4,2.46,alpha,Bi,Cl,2.504,2.5301,2.9468,2.716,3.0882,2.7425,90.5,85.72,94.021,165.921,85.388,174.17,92.171,88.513,92.417,83.681,96.23,91.703,100.051,175.378,80.624,2.7546,0.00577827,30.8499,3.8445 4.3601,,2.0,0.0,3.8445,4.1023,3.8445,,,
60,FOCCAF,10.1016/j.jssc.2023.124417,"Ruirui Ren, Danning Xing, Zeyan Wang, Zhaoke Zheng, Peng Wang, Hefeng Cheng, Ying Dai, Yuanyuan Liu, Baibiao Huang",J.Solid State Chem. ,2024,329.0,124417,[nH+]1c(cccc1)c2ncccc2,[nH+]1c(cccc1)c2ncccc2,C2/c,15,173.0,11.553,17.278,7.2501,90.0,95.059,90.0,1441.575,4,6.54,alpha,Bi,Cl,2.5205,2.5205,3.0051,2.7224,3.0051,2.7224,93.44,90.719,92.619,171.472,88.05,171.472,88.05,90.719,92.619,84.322,86.157,94.963,94.963,179.025,84.322,2.7493,0.00522597,14.7911,4.1346 4.1346 4.1346 4.1346,,4.0,0.0,4.1346,4.1346,4.1346,,3.19,
61,FUNJAZ,10.1039/dt9880000215,"M.G.B.Drew, P.P.K.Claire, G.R.Willey","J.Chem.Soc.,Dalton Trans. ",1988,,215,[Mg+2],[Mg+2].N#CC.N#CC.N#CC.N#CC.N#CC.N#CC,P-1,2,295.0,8.968,10.22,8.389,97.1,79.8,78.1,730.156,1,7.0,alpha,Sb,Cl,2.367,2.4309,2.8213,3.0072,3.5786,2.4335,89.481,85.121,86.98,160.501,90.246,171.739,89.35,81.672,94.017,84.133,105.326,92.258,110.122,175.62,73.2,2.7731,0.02391209,98.2464,5.4471 5.4471,,2.0,0.0,5.4471,5.4471,5.4471,,,
62,GANWUP,10.1107/S1600536812001717,Ying-Chun Wang,"Acta Crystallogr.,Sect.E:Struct.Rep.Online ",2012,68.0,m181,O1CC[NH+](C)CC1,O1CC[NH+](C)CC1,C2/c,15,298.0,18.166,9.801,13.915,90.0,93.36,90.0,2473.237,4,3.67,beta,Bi,Cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,GATGOB,10.1016/j.molstruc.2021.132012,"Imen Tlili, R.Essalhi, G.Mousdi, M.S.M.Abdelbaky, S.Chaabouni",J.Mol.Struct. ,2021,,132012,s1c(N)[nH+]cc1,s1c(N)[nH+]cc1,P-1,2,293.0,7.498,8.9795,9.1113,79.618,66.821,72.268,535.862,1,2.56,alpha,Sb,Cl,2.3587,2.4233,2.98,2.8822,3.3815,2.4927,92.61,83.755,85.954,167.133,91.286,176.162,87.841,95.763,91.737,90.665,88.029,89.584,104.075,177.186,78.734,2.7531,0.01748527,39.4777,3.7127 3.9384 3.9384 4.5929,,4.0,0.0,3.7127,4.0456,3.7127,direct,3.54,
64,GEMZOR,10.1134/S0036023622070038,"S.P.Balabanova, P.A.Buikin, A.B.Ilyukhin, A.Yu.Rudenko, P.V.Dorovatovskii, A.A.Korlyukov, V.Yu.Kotov",Russ.J.Inorg.Chem ,2022,67.0,1018,[nH+]1c(cccc1)c2ncccc2,[nH+]1ccccc1c2ncccc2,C2/c,15,296.0,11.9894,17.7949,7.3991,90.0,94.608,90.0,1573.497,4,3.09,alpha,Bi,Br,2.6807,2.6807,3.1218,2.8752,3.1218,2.8752,94.333,91.164,94.323,171.794,88.381,171.794,88.381,91.164,94.323,85.13,84.05,91.914,91.914,176.028,85.13,2.8926,0.00389378,14.0243,4.0261 4.0261 4.0261 4.0261,,4.0,0.0,4.0261,4.0261,4.0261,,,
65,GIHJIR,10.1107/S1600536807023318,"Feng Li, Handong Yin, J.Simpson","Acta Crystallogr.,Sect.E:Struct.Rep.Online ",2007,63.0,m1746,c1cc2c(c3c(ccc[nH+]3)cc2)[nH+]c1,c1cc2c(c3c(ccc[nH+]3)cc2)[nH+]c1,P-1,2,298.0,7.2569,10.1924,12.139,77.944,75.044,69.313,804.609,2,3.7,alpha,Bi,Cl,2.5074,2.5597,2.9373,2.7563,2.9853,2.6992,94.425,90.295,92.934,171.154,89.495,170.844,89.824,90.494,93.689,82.091,85.877,94.195,94.431,175.565,82.846,2.7409,0.00416284,19.1252,3.9568,,1.0,0.0,3.9568,3.9568,3.9568,,,
66,HASTUU,10.1515/znb-2021-0127,"S.Notter, C.Donsbach, C.Feldmann","Z.Naturforsch.,B:Chem.Sci. ",2021,76.0,765,C1COCCOCCOCCOCCOCCO1.I[Bi+]I,C1COCCOCCOCCOCCOCCO1.I[Bi+]I,P-1,2,300.0,8.3598,12.064,16.0186,67.618,74.29,76.84,1423.861,2,3.94,alpha,Bi,I,2.9172,2.9343,3.3234,3.0922,3.2949,3.1278,96.029,93.052,93.876,168.06,85.069,163.85,87.384,88.982,97.237,78.684,84.744,96.826,97.182,175.34,83.549,3.115,0.00254655,40.0658,4.3613,,0.5,0.0,4.3613,4.3613,4.3613,indirect,1.91,
67,HEDGUW,10.1039/D2CP01996E,"A.D.Nicholas, L.C.Garman, N.Albano, C.L.Cahill",Phys.Chem.Chem.Phys. ,2022,24.0,15305,[nH+]1ccc(Cl)cc1,[nH+]1ccc(Cl)cc1,P21/c,14,100.0,9.3888,19.8733,7.5373,90.0,95.342,90.0,1400.25,4,2.0,alpha,Sb,I,2.8205,2.854,3.1955,3.1835,3.3775,2.908,96.083,88.449,95.253,169.861,91.232,171.595,85.839,94.05,93.821,86.702,81.535,93.152,85.793,173.506,87.764,3.0565,0.00458931,21.0912,4.6705 4.408 4.408 4.3559 4.1198 4.1198,4.1198 4.1198,6.0,2.0,4.1198,4.347,4.1198,direct,2.19,
68,HEDHAD,10.1039/D2CP01996E,"A.D.Nicholas, L.C.Garman, N.Albano, C.L.Cahill",Phys.Chem.Chem.Phys. ,2022,24.0,15305,[nH+]1ccc(Br)cc1,[nH+]1ccc(Br)cc1,P21/c,14,100.0,9.4289,20.043,7.5474,90.0,94.723,90.0,1421.49,4,2.53,alpha,Sb,I,2.8183,2.8487,3.2111,3.166,3.3776,2.9232,95.952,88.295,95.368,168.925,91.103,171.911,85.941,95.081,93.765,86.811,80.869,93.031,86.363,173.519,87.215,3.0575,0.00457628,22.5953,4.7344 4.4971 4.4971 4.3336 4.1675 4.1675,4.1675 4.1675,6.0,2.0,4.1675,4.3995,4.1675,direct,2.12,
69,HEDHUX,10.1039/D2CP01996E,"A.D.Nicholas, L.C.Garman, N.Albano, C.L.Cahill",Phys.Chem.Chem.Phys. ,2022,24.0,15305,[nH+]1ccc(Cl)cc1,[nH+]1ccc(Cl)cc1,P21/n,14,100.0,7.4582,27.95,11.8379,90.0,93.543,90.0,2462.973,4,2.48,alpha,Sb,Br,2.5527,2.5891,3.12,2.9464,3.3179,2.702,95.859,86.596,88.362,169.779,89.787,174.142,86.441,93.369,92.58,93.428,84.617,92.691,96.517,177.745,85.5,2.8714,0.0096849,19.2603,3.5488 4.1574 4.3609 3.9658 4.3523 3.8731,3.5488,5.0,1.0,3.5488,4.043,3.5488,direct,2.59,
70,HIMNOJ,10.1039/C8CE01749B,"S.A.Adonin, I.D.Gorokh, A.S.Novikov, D.G.Samsonenko, I.V.Yushina, M.N.Sokolov, V.P.Fedin",CrystEngComm ,2018,20.0,7766,[nH+]1c(Br)cccc1,[nH+]1c(Br)cccc1.n1c(Br)cccc1,P21/n,14,130.0,7.12752,17.6661,13.3872,90.0,93.272,90.0,1682.908,4,2.92,alpha,Bi,Cl,2.5229,2.5363,2.9558,2.7209,2.963,2.7174,93.74,89.875,93.315,171.079,88.431,172.529,89.254,92.064,93.096,84.007,85.158,93.538,93.53,176.978,84.492,2.7361,0.00413455,14.2303,4.9405 4.9405,,2.0,0.0,4.9405,4.9405,4.9405,,,
71,HIYMAG,10.1021/acs.inorgchem.9b00170,"I.W.H.Oswald, E.M.Mozur, I.P.Moseley, Hyochul Ahn, J.R.Neilson",Inorg.Chem. ,2019,58.0,5818,[cH+]1cccccc1,[cH+]1cccccc1,C2/c,15,300.0,14.3478,14.5998,7.7716,90.0,117.346,90.0,1446.03,4,2.93,alpha,Bi,I,2.9076,2.9076,3.2841,3.0972,3.2841,3.0972,96.046,89.929,92.392,173.29,89.726,173.29,89.726,89.929,92.392,86.969,84.277,90.683,90.683,176.834,86.969,3.0963,0.00246434,9.1107,4.1026 4.1026 4.1026 4.1026 4.1224 4.1224 4.1224 4.1224,4.1026 4.1026 4.1026 4.1026 4.1224 4.1224 4.1224 4.1224,8.0,8.0,4.1026,4.1125,4.1125,XCCT,1.83,
72,HIYMEK,10.1021/acs.inorgchem.9b00170,"I.W.H.Oswald, E.M.Mozur, I.P.Moseley, Hyochul Ahn, J.R.Neilson",Inorg.Chem. ,2019,58.0,5818,[cH+]1cccccc1,[cH+]1cccccc1,C2/c,15,298.0,13.5578,13.3492,7.48808,90.0,122.6243,90.0,1141.412,4,7.31,alpha,Sb,Cl,2.3708,2.3708,3.0209,2.6374,3.0209,2.6374,91.381,90.802,86.21,174.13,95.171,174.13,95.171,90.802,86.21,79.537,87.533,99.019,99.019,178.028,79.537,2.6764,0.00993971,43.0109,3.9618 3.9618 3.9618 3.9618 4.2379 4.2379 4.2379 4.2379,,8.0,0.0,3.9618,4.0998,3.9618,XCCT,2.58,
73,HIYMIO,10.1021/acs.inorgchem.9b00170,"I.W.H.Oswald, E.M.Mozur, I.P.Moseley, Hyochul Ahn, J.R.Neilson",Inorg.Chem. ,2019,58.0,5818,[cH+]1cccccc1,[cH+]1cccccc1,C2/c,15,298.0,13.4029,13.4555,7.3354,90.0,119.461,90.0,1151.825,4,6.83,alpha,Bi,Cl,2.5509,2.5509,2.9468,2.6775,2.9468,2.6775,94.595,89.144,90.609,171.956,91.673,171.956,91.673,89.144,90.609,81.152,88.059,96.409,96.409,176.636,81.152,2.7251,0.0036701,24.6738,3.8283 3.8283 3.8283 3.8283 4.1078 4.1078 4.1078 4.1078,,8.0,0.0,3.8283,3.968,3.8283,XCCT,3.0,
74,HIYMOU,10.1021/acs.inorgchem.9b00170,"I.W.H.Oswald, E.M.Mozur, I.P.Moseley, Hyochul Ahn, J.R.Neilson",Inorg.Chem. ,2019,58.0,5818,[cH+]1cccccc1,[cH+]1cccccc1,C2/c,15,298.0,13.77115,13.92644,7.479628,90.0,118.5192,90.0,1260.404,4,5.22,alpha,Bi,Br,2.6779,2.6779,3.1327,2.9059,3.1327,2.9059,96.742,88.595,92.693,173.404,90.847,173.404,90.847,88.595,92.693,85.014,86.355,91.095,91.095,174.671,85.014,2.9055,0.00408365,11.886,3.933 3.933 3.933 3.933 4.0627 4.0627 4.0627 4.0627,,8.0,0.0,3.933,3.9978,3.933,XCCT,2.72,
75,HIYMUA,10.1021/acs.inorgchem.9b00170,"I.W.H.Oswald, E.M.Mozur, I.P.Moseley, Hyochul Ahn, J.R.Neilson",Inorg.Chem. ,2019,58.0,5818,[cH+]1cccccc1,[cH+]1cccccc1,C2/c,15,298.0,14.3548,14.5631,7.7701,90.0,118.249,90.0,1430.882,4,7.11,alpha,Sb,I,2.8652,2.8652,3.2812,3.0549,3.2812,3.0549,95.093,89.799,90.921,174.353,89.78,174.353,89.78,89.799,90.921,87.317,85.461,91.92,91.92,178.962,87.317,3.0671,0.00307396,6.3805,4.1347 4.1347 4.1347 4.1347 4.1593 4.1593 4.1593 4.1593,4.1347 4.1347 4.1347 4.1347 4.1593 4.1593 4.1593 4.1593,8.0,8.0,4.1347,4.147,4.147,XCCT,1.55,
76,HIYNAH,10.1021/acs.inorgchem.9b00170,"I.W.H.Oswald, E.M.Mozur, I.P.Moseley, Hyochul Ahn, J.R.Neilson",Inorg.Chem. ,2019,58.0,5818,[cH+]1cccccc1,[cH+]1cccccc1,C2/c,15,298.0,13.8187,13.8564,7.5399,90.0,120.494,90.0,1244.029,4,7.28,alpha,Sb,Br,2.6028,2.6028,3.1709,2.8439,3.1709,2.8439,94.499,89.723,91.019,172.255,88.725,172.255,88.725,89.723,91.019,85.428,85.68,94.818,94.818,179.665,85.428,2.8725,0.00656849,12.0558,3.7757 3.7757 3.7757 3.7757 4.0762 4.0762 4.0762 4.0762,3.7757 3.7757 3.7757 3.7757,8.0,4.0,3.7757,3.926,3.7757,XCCT,2.21,
77,HOJNIG,10.1016/j.molstruc.2019.05.043,"M.Mansour, T.B.Issa, N.Issaoui, Ali Harchani, E.G.Puebla, B.Ayed",J.Mol.Struct. ,2019,1197.0,478,Nc1ccc(cc1)[S+](O)(=O)c2ccc(N)cc2,Nc1ccc(cc1)[S+](O)(=O)c2ccc(N)cc2,P21/c,14,296.0,7.8282,12.2162,21.7696,90.0,95.005,90.0,2073.908,4,4.88,alpha,Bi,I,2.9424,2.9437,3.2453,3.077,3.2344,3.0799,96.825,93.139,97.521,170.121,86.414,169.32,88.187,88.233,88.742,86.706,82.497,95.726,91.096,175.271,85.215,3.0871,0.0015456,23.4437,5.7088 5.7088,,2.0,0.0,5.7088,5.7088,5.7088,,,
